Oper,DataType,Code,#Operand,#Result,Latency,Throughput,UMC28-Area (um2),UMC28-Power (uW),VU9P-TotalLUTs,VU9P-LogicLUTs,VU9P-LUTRAMs,VU9P-SRLs,VU9P-FFs,VU9P-RAMB36,VU9P-RAMB18,VU9P-URAM,VU9P-DSPBlocks,Notes
SI64ToSI16,I64x2,775,1,1,1,1,,,21,21,0,0,0,0,0,0,0,
UI16ToUI64,U64x4,776,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
Cat,U16,777,2,1,1,1,,,9,9,0,0,0,0,0,0,0,
LAnd,I32x4,778,2,1,1,1,,,73,73,0,0,0,0,0,0,0,
GT,U64,779,2,1,1,1,,,34,34,0,0,0,0,0,0,0,
LOr,I8x2,780,2,1,1,1,,,11,11,0,0,0,0,0,0,0,
UI32ToH16,F32x2,781,1,1,1,1,,,255,255,0,0,0,0,0,0,0,
UI8ToUI64,I64x2,782,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
FixedCos,I16x2,783,1,1,1,1,,,137,137,0,0,0,0,0,0,0,
SI8ToUI16,U64x8,784,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
Mul,U8,785,2,1,1,1,,,77,77,0,0,0,0,0,0,0,
H16ToSI32,D64x4,786,1,1,1,1,,,477,477,0,0,0,0,0,0,0,
LNot,U8x8,787,1,1,1,1,,,17,17,0,0,0,0,0,0,0,
UI64ToUI8,I64,788,1,1,1,1,,,12,12,0,0,0,0,0,0,0,
FGT,H16x2,789,2,1,1,1,,,233,233,0,0,0,0,0,0,0,
SI8ToUI8,U16,790,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
LOr,I64,791,2,1,1,1,,,33,33,0,0,0,0,0,0,0,
FixedSin,I64x2,792,1,1,1,1,,,545,545,0,0,0,0,0,0,0,
UI8ToH16,D64x4,793,1,1,1,1,,,85,85,0,0,0,0,0,0,0,
Div,I16x4,794,2,1,1,1,,,1384,1384,0,0,0,0,0,0,0,
SI8ToSI32,U64x8,795,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
SI64ToSI8,I64,796,1,1,1,1,,,12,12,0,0,0,0,0,0,0,
FnnMulAdd,D64,797,3,1,1,1,,,3084,3084,0,0,0,0,0,0,9,
SI16ToUI16,I16x2,798,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
UI32ToSI64,U64x2,799,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
Mul,U32x8,800,2,1,1,1,,,562,562,0,0,0,0,0,0,32,
SI8ToUI32,I64x4,801,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
UI32ToSI32,I32x4,802,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
SI32ToSI64,U64x8,803,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
LNot,U16,804,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
Cat,I32x8,805,2,1,1,1,,,129,129,0,0,0,0,0,0,0,
Div,I32x8,806,2,1,1,1,,,10065,10065,0,0,0,0,0,0,0,
GE,U16x4,807,2,1,1,1,,,35,35,0,0,0,0,0,0,0,
SI8ToSI16,I16x2,808,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
SI32ToUI8,I32,809,1,1,1,1,,,6,6,0,0,0,0,0,0,0,
H16ToSI16,D64,810,1,1,1,1,,,214,214,0,0,0,0,0,0,0,
UI16ToSI64,I64,811,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
LNot,I32,812,1,1,1,1,,,8,8,0,0,0,0,0,0,0,
FEQ,H16x4,813,2,1,1,1,,,377,377,0,0,0,0,0,0,0,
SI32ToD64,D64,814,1,1,1,1,,,221,221,0,0,0,0,0,0,0,
Select,U64x2,815,3,1,1,1,,,129,129,0,0,0,0,0,0,0,
SI8ToSI64,I64x2,816,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
FixedSin,U64x8,817,1,1,1,1,,,2972,2972,0,0,0,0,0,0,0,
H16ToSI32,F32x4,818,1,1,1,1,,,475,475,0,0,0,0,0,0,0,
GT,U32x4,819,2,1,1,1,,,67,67,0,0,0,0,0,0,0,
H16ToUI16,H16x2,820,1,1,1,1,,,242,242,0,0,0,0,0,0,0,
LShf,U8x8,821,2,1,1,1,,,97,97,0,0,0,0,0,0,0,
H16ToSI8,D64,822,1,1,1,1,,,96,96,0,0,0,0,0,0,0,
pnMulAdd,U16x2,823,3,1,1,1,,,24,24,0,0,0,0,0,0,2,
LT,I8x8,824,2,1,1,1,,,37,37,0,0,0,0,0,0,0,
Sub,U16x4,825,2,1,1,1,,,97,97,0,0,0,0,0,0,0,
UI16ToUI8,U16x8,826,1,1,1,1,,,18,18,0,0,0,0,0,0,0,
SI32ToUI32,I32x4,827,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
GE,U64x2,828,2,1,1,1,,,66,66,0,0,0,0,0,0,0,
SI32ToSI16,U64x2,829,1,1,1,1,,,9,9,0,0,0,0,0,0,0,
Add,I16x4,830,2,1,1,1,,,97,97,0,0,0,0,0,0,0,
LE,I8,831,2,1,1,1,,,6,6,0,0,0,0,0,0,0,
ppMulAdd,U8x2,832,3,1,1,1,,,170,170,0,0,0,0,0,0,0,
UI32ToUI16,I64x4,833,1,1,1,1,,,16,16,0,0,0,0,0,0,0,
SI64ToUI8,I64,834,1,1,1,1,,,12,12,0,0,0,0,0,0,0,
FSub,D64x4,835,2,1,1,1,,,8484,8484,0,0,0,0,0,0,0,
UI8ToD64,D64x2,836,1,1,1,1,,,45,45,0,0,0,0,0,0,0,
SI32ToSI16,U32x2,837,1,1,1,1,,,9,9,0,0,0,0,0,0,0,
LShf,U16x4,838,2,1,1,1,,,143,143,0,0,0,0,0,0,0,
UI8ToUI16,U32x4,839,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
Add,U8x8,840,2,1,1,1,,,88,88,0,0,0,0,0,0,0,
LE,U16x2,841,2,1,1,1,,,18,18,0,0,0,0,0,0,0,
H16ToUI16,D64x4,842,1,1,1,1,,,494,494,0,0,0,0,0,0,0,
SI8ToD64,D64x4,843,1,1,1,1,,,102,102,0,0,0,0,0,0,0,
FnpMulAdd,F32x2,844,3,1,1,1,,,2604,2604,0,0,0,0,0,0,4,
FAdd,D64x4,845,2,1,1,1,,,8441,8441,0,0,0,0,0,0,0,
UI32ToSI16,U64x4,846,1,1,1,1,,,17,17,0,0,0,0,0,0,0,
FixedCos,I64x4,847,1,1,1,1,,,1093,1093,0,0,0,0,0,0,0,
SI64ToUI32,U64,848,1,1,1,1,,,8,8,0,0,0,0,0,0,0,
npMulAdd,U64x2,849,3,1,1,1,,,716,716,0,0,0,0,0,0,32,
NE,U16x2,850,2,1,1,1,,,14,14,0,0,0,0,0,0,0,
UI64ToSI32,I64x2,851,1,1,1,1,,,15,15,0,0,0,0,0,0,0,
LOr,U32x8,852,2,1,1,1,,,130,130,0,0,0,0,0,0,0,
LXor,I16,853,2,1,1,1,,,8,8,0,0,0,0,0,0,0,
UI16ToH16,F32x8,854,1,1,1,1,,,528,528,0,0,0,0,0,0,0,
FSub,H16x4,855,2,1,1,1,,,1683,1683,0,0,0,0,0,0,0,
UI32ToUI64,I64,856,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
UI16ToSI16,U32x8,857,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
NE,I16,858,2,1,1,1,,,8,8,0,0,0,0,0,0,0,
UI16ToUI8,I64x8,859,1,1,1,1,,,18,18,0,0,0,0,0,0,0,
F32ToSI8,D64x8,860,1,1,1,1,,,1431,1431,0,0,0,0,0,0,0,
UI8ToSI8,U16x2,861,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
UI8ToSI8,I16x8,862,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
LOr,F32x8,863,2,1,1,1,,,130,130,0,0,0,0,0,0,0,
UI8ToUI64,I64,864,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
FEQ,D64x4,865,2,1,1,1,,,2226,2226,0,0,0,0,0,0,0,
UI32ToSI32,U64x2,866,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
SI32ToF32,D64x2,867,1,1,1,1,,,437,437,0,0,0,0,0,0,0,
UI8ToH16,D64x8,868,1,1,1,1,,,172,172,0,0,0,0,0,0,0,
UI64ToUI16,U64x4,869,1,1,1,1,,,42,42,0,0,0,0,0,0,0,
Sub,U32x8,870,2,1,1,1,,,385,385,0,0,0,0,0,0,0,
Mod,I8x8,871,2,1,1,1,,,901,901,0,0,0,0,0,0,0,
SI16ToUI32,U64x2,872,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
UI16ToUI8,I32x2,873,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
ppMulAdd,U32x4,874,3,1,1,1,,,410,410,0,0,0,0,0,0,16,
EQ,U16,875,2,1,1,1,,,8,8,0,0,0,0,0,0,0,
UI8ToSI16,I16x8,876,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
SI16ToF32,D64x2,877,1,1,1,1,,,141,141,0,0,0,0,0,0,0,
D64ToF32,D64x4,878,1,1,1,1,,,2286,2286,0,0,0,0,0,0,0,
SI16ToUI16,I64x4,879,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
UI8ToSI8,I64x4,880,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
RShf,I64x4,881,2,1,1,1,,,746,746,0,0,0,0,0,0,0,
nnMulAdd,U8x2,882,3,1,1,1,,,215,215,0,0,0,0,0,0,0,
pnMulAdd,I32,883,3,1,1,1,,,135,135,0,0,0,0,0,0,4,
EQ,I16x4,884,2,1,1,1,,,28,28,0,0,0,0,0,0,0,
FnpMulAdd,F32,885,3,1,1,1,,,1425,1425,0,0,0,0,0,0,2,
UI16ToUI32,I64x2,886,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
NE,I32,887,2,1,1,1,,,13,13,0,0,0,0,0,0,0,
SI8ToSI32,I64x2,888,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
UI32ToUI8,I32x8,889,1,1,1,1,,,46,46,0,0,0,0,0,0,0,
SI16ToF32,F32x4,890,1,1,1,1,,,282,282,0,0,0,0,0,0,0,
SI8ToSI16,I32x8,891,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
UI16ToUI32,I32,892,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
LNot,I32x2,893,1,1,1,1,,,15,15,0,0,0,0,0,0,0,
LT,U16x4,894,2,1,1,1,,,35,35,0,0,0,0,0,0,0,
Cat,U16x4,895,2,1,1,1,,,33,33,0,0,0,0,0,0,0,
SI16ToUI64,I64x8,896,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
GT,U64x4,897,2,1,1,1,,,131,131,0,0,0,0,0,0,0,
UI32ToUI8,I32x2,898,1,1,1,1,,,12,12,0,0,0,0,0,0,0,
UI16ToSI8,I32,899,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
nnMulAdd,I8,900,3,1,1,1,,,84,84,0,0,0,0,0,0,0,
Mod,U8x8,901,2,1,1,1,,,694,694,0,0,0,0,0,0,0,
FppMulAdd,H16x4,902,3,1,1,1,,,2737,2737,0,0,0,0,0,0,4,
LShf,U64x4,903,2,1,1,1,,,745,745,0,0,0,0,0,0,0,
EQ,U32x2,904,2,1,1,1,,,24,24,0,0,0,0,0,0,0,
H16ToSI32,D64x8,905,1,1,1,1,,,1050,1050,0,0,0,0,0,0,0,
UI8ToSI32,I64x2,906,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
LShf,I16x8,907,2,1,1,1,,,282,282,0,0,0,0,0,0,0,
NE,I8x8,908,2,1,1,1,,,33,33,0,0,0,0,0,0,0,
SI8ToSI16,U64x2,909,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
SI32ToUI16,U32,910,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
LE,I16x4,911,2,1,1,1,,,35,35,0,0,0,0,0,0,0,
UI32ToSI8,I64,912,1,1,1,1,,,6,6,0,0,0,0,0,0,0,
SI64ToSI16,U64x4,913,1,1,1,1,,,42,42,0,0,0,0,0,0,0,
FNE,D64x2,914,2,1,1,1,,,1123,1123,0,0,0,0,0,0,0,
nnMulAdd,I8x2,915,3,1,1,1,,,197,197,0,0,0,0,0,0,0,
UI16ToD64,D64x8,916,1,1,1,1,,,528,528,0,0,0,0,0,0,0,
SI64ToSI32,U64x2,917,1,1,1,1,,,16,16,0,0,0,0,0,0,0,
SI32ToD64,D64x2,918,1,1,1,1,,,437,437,0,0,0,0,0,0,0,
UI16ToSI32,U64x2,919,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
H16ToSI16,F32,920,1,1,1,1,,,214,214,0,0,0,0,0,0,0,
SI16ToSI32,U64,921,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
H16ToSI16,F32x4,922,1,1,1,1,,,520,520,0,0,0,0,0,0,0,
H16ToSI16,D64x2,923,1,1,1,1,,,260,260,0,0,0,0,0,0,0,
SI32ToUI32,I64x4,924,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
F32ToUI32,F32,925,1,1,1,1,,,305,305,0,0,0,0,0,0,0,
SI32ToUI8,U32x2,926,1,1,1,1,,,12,12,0,0,0,0,0,0,0,
UI8ToUI32,I64x2,927,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
UI32ToF32,F32x8,928,1,1,1,1,,,1048,1048,0,0,0,0,0,0,0,
LNot,I16x2,929,1,1,1,1,,,9,9,0,0,0,0,0,0,0,
UI8ToUI16,U64,930,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
SI8ToSI32,U64x4,931,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
FLE,D64x4,932,2,1,1,1,,,2226,2226,0,0,0,0,0,0,0,
Add,U64x4,933,2,1,1,1,,,385,385,0,0,0,0,0,0,0,
SI16ToUI16,I16,934,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
Mul,I16x2,935,2,1,1,1,,,24,24,0,0,0,0,0,0,2,
SI32ToSI8,I64x2,936,1,1,1,1,,,12,12,0,0,0,0,0,0,0,
UI8ToSI64,I64,937,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
SI32ToSI16,U32x8,938,1,1,1,1,,,31,31,0,0,0,0,0,0,0,
Div,U64x4,939,2,1,1,1,,,16854,16854,0,0,0,0,0,0,0,
EQ,I64x2,940,2,1,1,1,,,46,46,0,0,0,0,0,0,0,
LShf,U32x2,941,2,1,1,1,,,169,169,0,0,0,0,0,0,0,
UI16ToUI8,U16,942,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
UI8ToSI8,I8x2,943,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
SI16ToUI16,U32,944,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
SI32ToD64,D64x8,945,1,1,1,1,,,1749,1749,0,0,0,0,0,0,0,
H16ToSI32,F32,946,1,1,1,1,,,126,126,0,0,0,0,0,0,0,
nnMulAdd,I16x2,947,3,1,1,1,,,24,24,0,0,0,0,0,0,2,
Div,I16x8,948,2,1,1,1,,,2764,2764,0,0,0,0,0,0,0,
UI16ToSI16,I16x2,949,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
SI16ToD64,D64,950,1,1,1,1,,,71,71,0,0,0,0,0,0,0,
UI32ToUI16,U32x4,951,1,1,1,1,,,16,16,0,0,0,0,0,0,0,
UI32ToSI16,U32,952,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
Mod,U16x2,953,2,1,1,1,,,629,629,0,0,0,0,0,0,0,
LOr,I16x4,954,2,1,1,1,,,37,37,0,0,0,0,0,0,0,
Cat,U16x2,955,2,1,1,1,,,17,17,0,0,0,0,0,0,0,
SI16ToUI8,U64x8,956,1,1,1,1,,,18,18,0,0,0,0,0,0,0,
Cat,U32,957,2,1,1,1,,,17,17,0,0,0,0,0,0,0,
SI32ToSI8,U64x2,958,1,1,1,1,,,12,12,0,0,0,0,0,0,0,
SI8ToUI16,U32,959,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
LXor,U16x4,960,2,1,1,1,,,28,28,0,0,0,0,0,0,0,
SI32ToUI8,I64x2,961,1,1,1,1,,,12,12,0,0,0,0,0,0,0,
LAnd,U32x2,962,2,1,1,1,,,37,37,0,0,0,0,0,0,0,
SI8ToUI16,U16x2,963,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
H16ToUI8,H16x2,964,1,1,1,1,,,221,221,0,0,0,0,0,0,0,
SI16ToH16,H16x8,965,1,1,1,1,,,567,567,0,0,0,0,0,0,0,
UI32ToUI8,I32,966,1,1,1,1,,,6,6,0,0,0,0,0,0,0,
SI32ToUI8,I32x2,967,1,1,1,1,,,12,12,0,0,0,0,0,0,0,
SI16ToSI8,U32,968,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
LT,I8x4,969,2,1,1,1,,,19,19,0,0,0,0,0,0,0,
FpnMulAdd,D64x2,970,3,1,1,1,,,6156,6156,0,0,0,0,0,0,18,
UI16ToUI32,I32x4,971,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
NE,U8x2,972,2,1,1,1,,,9,9,0,0,0,0,0,0,0,
SI8ToSI32,U32,973,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
UI32ToH16,D64x4,974,1,1,1,1,,,507,507,0,0,0,0,0,0,0,
FixedSin,I32x2,975,1,1,1,1,,,295,295,0,0,0,0,0,0,0,
UI32ToUI64,U64x8,976,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
FLT,H16x4,977,2,1,1,1,,,392,392,0,0,0,0,0,0,0,
D64ToUI16,D64,978,1,1,1,1,,,317,317,0,0,0,0,0,0,0,
UI16ToF32,D64x4,979,1,1,1,1,,,288,288,0,0,0,0,0,0,0,
FppMulAdd,F32x4,980,3,1,1,1,,,5086,5086,0,0,0,0,0,0,8,
GE,I64,981,2,1,1,1,,,34,34,0,0,0,0,0,0,0,
SI32ToUI8,U64x2,982,1,1,1,1,,,12,12,0,0,0,0,0,0,0,
SI32ToUI32,I32x8,983,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
H16ToUI32,F32,984,1,1,1,1,,,142,142,0,0,0,0,0,0,0,
UI64ToUI16,I64x2,985,1,1,1,1,,,21,21,0,0,0,0,0,0,0,
UI16ToSI8,I16,986,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
Sub,I32x2,987,2,1,1,1,,,97,97,0,0,0,0,0,0,0,
LT,I16x4,988,2,1,1,1,,,35,35,0,0,0,0,0,0,0,
SI32ToH16,D64x8,989,1,1,1,1,,,1749,1749,0,0,0,0,0,0,0,
LShf,I8x4,990,2,1,1,1,,,49,49,0,0,0,0,0,0,0,
SI16ToSI32,U32x8,991,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
LXor,I32x4,992,2,1,1,1,,,53,53,0,0,0,0,0,0,0,
Sub,I64x4,993,2,1,1,1,,,385,385,0,0,0,0,0,0,0,
LXor,F32x4,994,2,1,1,1,,,53,53,0,0,0,0,0,0,0,
npMulAdd,U32,995,3,1,1,1,,,135,135,0,0,0,0,0,0,4,
SI8ToF32,F32x4,996,1,1,1,1,,,102,102,0,0,0,0,0,0,0,
SI8ToSI16,U64x8,997,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
LShf,I16x4,998,2,1,1,1,,,143,143,0,0,0,0,0,0,0,
UI16ToUI32,I64,999,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
F32ToSI8,F32,1000,1,1,1,1,,,181,181,0,0,0,0,0,0,0,
SI64ToUI16,U64x4,1001,1,1,1,1,,,42,42,0,0,0,0,0,0,0,
SI16ToSI32,I32x8,1002,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
LT,I16,1003,2,1,1,1,,,10,10,0,0,0,0,0,0,0,
F32ToUI8,D64x8,1004,1,1,1,1,,,1330,1330,0,0,0,0,0,0,0,
GT,I16,1005,2,1,1,1,,,10,10,0,0,0,0,0,0,0,
LNot,I8,1006,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
SI8ToUI8,I32,1007,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
D64ToUI16,D64x2,1008,1,1,1,1,,,859,859,0,0,0,0,0,0,0,
FDiv,D64x4,1009,2,1,1,1,,,5048,5048,0,0,1408,0,0,0,0,
SI16ToUI8,U16x8,1010,1,1,1,1,,,18,18,0,0,0,0,0,0,0,
FLE,H16x4,1011,2,1,1,1,,,377,377,0,0,0,0,0,0,0,
SI8ToF32,D64,1012,1,1,1,1,,,27,27,0,0,0,0,0,0,0,
SI16ToSI32,I32,1013,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
SI32ToUI64,I64,1014,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
FixedCos,I8x4,1015,1,1,1,1,,,120,120,0,0,0,0,0,0,0,
SI16ToUI32,I64x4,1016,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
SI32ToSI64,I64x8,1017,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
UI8ToSI8,U8x4,1018,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
F32ToH16,F32,1019,1,1,1,1,,,247,247,0,0,0,0,0,0,0,
Mul,I8x4,1020,2,1,1,1,,,270,270,0,0,0,0,0,0,0,
UI32ToUI16,U64x2,1021,1,1,1,1,,,9,9,0,0,0,0,0,0,0,
SI64ToH16,D64x4,1022,1,1,1,1,,,1978,1978,0,0,0,0,0,0,0,
FnnMulAdd,F32x2,1023,3,1,1,1,,,2616,2616,0,0,0,0,0,0,4,
SI8ToUI64,I64x4,1024,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
UI64ToSI16,U64x4,1025,1,1,1,1,,,42,42,0,0,0,0,0,0,0,
SI16ToUI32,I32x2,1026,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
SI16ToH16,D64x2,1027,1,1,1,1,,,141,141,0,0,0,0,0,0,0,
SI16ToUI16,I64x8,1028,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
SI16ToUI16,U16x8,1029,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
FixedSin,U8x4,1030,1,1,1,1,,,124,124,0,0,0,0,0,0,0,
D64ToSI16,D64x2,1031,1,1,1,1,,,854,854,0,0,0,0,0,0,0,
Add,I32x4,1032,2,1,1,1,,,193,193,0,0,0,0,0,0,0,
npMulAdd,I32x4,1033,3,1,1,1,,,538,538,0,0,0,0,0,0,16,
Select,U8x8,1034,3,1,1,1,,,65,65,0,0,0,0,0,0,0,
SI8ToUI8,I64x8,1035,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
SI8ToF32,F32x2,1036,1,1,1,1,,,55,55,0,0,0,0,0,0,0,
SI16ToUI64,I64x4,1037,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
F32ToUI32,F32x4,1038,1,1,1,1,,,1140,1140,0,0,0,0,0,0,0,
FppMulAdd,H16x8,1039,3,1,1,1,,,5437,5437,0,0,0,0,0,0,8,
UI32ToSI16,I32,1040,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
UI64ToSI8,U64x4,1041,1,1,1,1,,,49,49,0,0,0,0,0,0,0,
UI16ToSI8,I64x8,1042,1,1,1,1,,,20,20,0,0,0,0,0,0,0,
nnMulAdd,U16x8,1043,3,1,1,1,,,91,91,0,0,0,0,0,0,8,
SI16ToSI64,U64x2,1044,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
SI64ToSI16,U64,1045,1,1,1,1,,,11,11,0,0,0,0,0,0,0,
F32ToSI16,D64x4,1046,1,1,1,1,,,828,828,0,0,0,0,0,0,0,
RShf,I32x4,1047,2,1,1,1,,,337,337,0,0,0,0,0,0,0,
SI32ToUI64,I64x2,1048,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
SI64ToD64,D64x2,1049,1,1,1,1,,,974,974,0,0,0,0,0,0,0,
Mul,U64,1050,2,1,1,1,,,231,231,0,0,0,0,0,0,16,
FNE,H16,1051,2,1,1,1,,,28,28,0,0,0,0,0,0,0,
SI16ToSI64,U64x8,1052,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
SI8ToUI8,U32x4,1053,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
UI16ToD64,D64x4,1054,1,1,1,1,,,288,288,0,0,0,0,0,0,0,
RShf,U64,1055,2,1,1,1,,,204,204,0,0,0,0,0,0,0,
LXor,U64x4,1056,2,1,1,1,,,109,109,0,0,0,0,0,0,0,
Select,I64x4,1057,3,1,1,1,,,257,257,0,0,0,0,0,0,0,
npMulAdd,I8x2,1058,3,1,1,1,,,175,175,0,0,0,0,0,0,0,
SI8ToSI32,I64,1059,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
SI8ToUI32,U32x2,1060,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
D64ToUI64,D64x2,1061,1,1,1,1,,,1458,1458,0,0,0,0,0,0,0,
UI64ToSI16,I64x2,1062,1,1,1,1,,,22,22,0,0,0,0,0,0,0,
D64ToSI64,D64,1063,1,1,1,1,,,783,783,0,0,0,0,0,0,0,
H16ToUI8,F32,1064,1,1,1,1,,,73,73,0,0,0,0,0,0,0,
UI32ToUI16,I64,1065,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
FEQ,D64x2,1066,2,1,1,1,,,1142,1142,0,0,0,0,0,0,0,
FNE,D64,1067,2,1,1,1,,,533,533,0,0,0,0,0,0,0,
FSub,F32x4,1068,2,1,1,1,,,3320,3320,0,0,0,0,0,0,0,
nnMulAdd,U32x4,1069,3,1,1,1,,,538,538,0,0,0,0,0,0,16,
FixedSin,I16x4,1070,1,1,1,1,,,269,269,0,0,0,0,0,0,0,
LXor,F32x8,1071,2,1,1,1,,,105,105,0,0,0,0,0,0,0,
LOr,I32x2,1072,2,1,1,1,,,34,34,0,0,0,0,0,0,0,
FpnMulAdd,D64,1073,3,1,1,1,,,3085,3085,0,0,0,0,0,0,9,
SI16ToUI32,U64x4,1074,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
Select,U32x8,1075,3,1,1,1,,,257,257,0,0,0,0,0,0,0,
UI8ToSI8,U16x4,1076,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
SI16ToSI8,I32x2,1077,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
UI8ToSI8,U32,1078,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
UI32ToSI16,I64x8,1079,1,1,1,1,,,32,32,0,0,0,0,0,0,0,
H16ToSI8,H16,1080,1,1,1,1,,,96,96,0,0,0,0,0,0,0,
FDiv,D64x2,1081,2,1,1,1,,,2505,2505,0,0,704,0,0,0,0,
FSqrt,D64x2,1082,2,1,1,1,,,2689,2689,0,0,682,0,0,0,0,
LE,I16x2,1083,2,1,1,1,,,18,18,0,0,0,0,0,0,0,
Div,U16x8,1084,2,1,1,1,,,2260,2260,0,0,0,0,0,0,0,
UI8ToUI16,I16,1085,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
LShf,U64x2,1086,2,1,1,1,,,373,373,0,0,0,0,0,0,0,
UI16ToSI8,I64,1087,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
Add,U8,1088,2,1,1,1,,,11,11,0,0,0,0,0,0,0,
SI16ToUI16,I32x4,1089,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
SI16ToUI16,I64,1090,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
SI16ToSI8,I16x2,1091,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
SI16ToSI32,I32x4,1092,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
LNot,I8x2,1093,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
UI8ToUI16,I16x2,1094,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
Cat,I16x8,1095,2,1,1,1,,,65,65,0,0,0,0,0,0,0,
EQ,U32x8,1096,2,1,1,1,,,93,93,0,0,0,0,0,0,0,
